"locus","n_taxa","aitchison_var"
"GALGAL_R02279.c123.linsi",358,0.00439915158952992
"GALGAL_R02280.c123.linsi",354,0.00353799629963551
"GALGAL_R02281.c123.linsi",362,0.00459190140091742
"GALGAL_R02282.c123.linsi",359,0.00604396048024557
"GALGAL_R02283.c123.linsi",350,0.00142003510154616
"GALGAL_R02284.c123.linsi",271,0.00106469113643824
"GALGAL_R02285.c123.linsi",276,0.0194810598807637
"GALGAL_R02286.c123.linsi",336,0.0118272597490088
"GALGAL_R02287.c123.linsi",350,0.00298215718862724
"GALGAL_R02288.c123.linsi",261,0.00129250896238181
"GALGAL_R02289.c123.linsi",355,0.00571475298479238
"GALGAL_R02290.c123.linsi",322,0.00252081827695165
"GALGAL_R02291.c123.linsi",356,0.00861943517846619
"GALGAL_R02292.c123.linsi",351,0.00494548701320922
"GALGAL_R02293.c123.linsi",358,0.0054987894475873
"GALGAL_R02294.c123.linsi",340,0.00364926843468856
"GALGAL_R02296.c123.linsi",340,0.0096731652615686
"GALGAL_R02297.c123.linsi",287,0.00140624336209163
"GALGAL_R02298.c123.linsi",313,0.00165378669356779
"GALGAL_R02299.c123.linsi",332,0.00170452648074235
"GALGAL_R02300.c123.linsi",271,0.01890836591021
"GALGAL_R02301.c123.linsi",361,0.00235719674169417
"GALGAL_R02302.c123.linsi",309,0.0107673336071915
"GALGAL_R02303.c123.linsi",352,0.0122789668423615
"GALGAL_R02304.c123.linsi",340,0.00874486417853836
"GALGAL_R02305.c123.linsi",350,0.0131499748540487
"GALGAL_R02306.c123.linsi",360,0.00167473703357511
"GALGAL_R02307.c123.linsi",344,0.00803123534891559
"GALGAL_R02308.c123.linsi",306,0.0373768268749282
"GALGAL_R02309.c123.linsi",350,0.0172412043964228
"GALGAL_R02310.c123.linsi",269,0.000534676229388133
"GALGAL_R02311.c123.linsi",334,0.00558974645187519
"GALGAL_R02312.c123.linsi",357,0.0043995203805922
"GALGAL_R02313.c123.linsi",353,0.00932754802289104
"GALGAL_R02314.c123.linsi",186,0.00660940106132667
"GALGAL_R02315.c123.linsi",358,0.00550114683940767
"GALGAL_R02316.c123.linsi",344,0.00282275340900215
"GALGAL_R02317.c123.linsi",280,0.0246624440039806
"GALGAL_R02318.c123.linsi",359,0.0144277251773602
"GALGAL_R02319.c123.linsi",291,0.00335572562764147
"GALGAL_R02320.c123.linsi",356,0.00676867626519427
"GALGAL_R02321.c123.linsi",358,0.0585017710508998
"GALGAL_R02322.c123.linsi",352,0.00222168184535222
"GALGAL_R02323.c123.linsi",354,0.00750234270694866
"GALGAL_R02324.c123.linsi",322,0.00137412188226825
"GALGAL_R02325.c123.linsi",319,0.0029374110009734
"GALGAL_R02326.c123.linsi",360,0.0222808007760071
"GALGAL_R02327.c123.linsi",339,0.000742383862241269
"GALGAL_R02328.c123.linsi",343,0.0020485657241333
"GALGAL_R02329.c123.linsi",361,0.00398559972346463
"GALGAL_R02330.c123.linsi",335,0.000876634657058309
"GALGAL_R02331.c123.linsi",352,0.00531117883958947
"GALGAL_R02332.c123.linsi",191,0.00604941629861841
"GALGAL_R02333.c123.linsi",229,0.0202885266224814
"GALGAL_R02334.c123.linsi",345,0.00781966630930972
"GALGAL_R02335.c123.linsi",258,0.00859511445597264
"GALGAL_R02336.c123.linsi",354,0.0184844316709041
"GALGAL_R02337.c123.linsi",351,0.023417458330152
"GALGAL_R02338.c123.linsi",231,0.00794217629722912
"GALGAL_R02339.c123.linsi",346,0.0230807928118669
"GALGAL_R02340.c123.linsi",338,0.0281790763981611
"GALGAL_R02341.c123.linsi",310,0.0626128696999315
"GALGAL_R02342.c123.linsi",357,0.0305919494783454
"GALGAL_R02343.c123.linsi",357,0.0152568393392913
"GALGAL_R02344.c123.linsi",281,0.042002052223347
"GALGAL_R02345.c123.linsi",324,0.0181606619614902
"GALGAL_R02346.c123.linsi",330,0.0260288850011929
"GALGAL_R02347.c123.linsi",293,0.0207892209767953
"GALGAL_R02348.c123.linsi",303,0.0144104073323266
"GALGAL_R02349.c123.linsi",336,0.00438980584838851
"GALGAL_R02350.c123.linsi",345,0.00671559222689192
"GALGAL_R02351.c123.linsi",329,0.0113735863140393
"GALGAL_R02352.c123.linsi",360,0.00718377652172352
"GALGAL_R02353.c123.linsi",123,0.0152227089603722
"GALGAL_R02354.c123.linsi",36,0.0231853487078204
"GALGAL_R02355.c123.linsi",356,0.0184912992130532
"GALGAL_R02356.c123.linsi",357,0.00534577649214905
"GALGAL_R02357.c123.linsi",337,0.00324502975955081
"GALGAL_R02358.c123.linsi",353,0.00765854791932761
"GALGAL_R02359.c123.linsi",288,0.00777807939005211
"GALGAL_R02360.c123.linsi",349,0.00372225742701677
"GALGAL_R02361.c123.linsi",315,0.00340565296732325
"GALGAL_R02362.c123.linsi",356,0.02032150185167
"GALGAL_R02364.c123.linsi",351,0.00669987281268967
"GALGAL_R02365.c123.linsi",348,0.0138478056376586
"GALGAL_R02367.c123.linsi",61,0.00468631408756943
"GALGAL_R02368.c123.linsi",352,0.0115586609848841
"GALGAL_R02369.c123.linsi",360,0.00293706421564948
"GALGAL_R02370.c123.linsi",348,0.00624206209648328
"GALGAL_R02371.c123.linsi",327,0.00201311283351058
"GALGAL_R02372.c123.linsi",303,0.00787545500707297
"GALGAL_R02373.c123.linsi",360,0.00234787727073672
"GALGAL_R02374.c123.linsi",316,0.0043261508406382
"GALGAL_R02375.c123.linsi",340,0.0359203226599017
"GALGAL_R02376.c123.linsi",319,0.0112101166191725
"GALGAL_R02377.c123.linsi",358,0.00609880408954933
"GALGAL_R02378.c123.linsi",343,0.0213295953126237
"GALGAL_R02379.c123.linsi",352,0.0130988553269134
"GALGAL_R02380.c123.linsi",361,0.00425529802725107
"GALGAL_R02381.c123.linsi",308,0.0219419032203554
"GALGAL_R02382.c123.linsi",37,0.0946850996732988
"GALGAL_R02383.c123.linsi",349,0.00681103011327686
"GALGAL_R02384.c123.linsi",357,0.0204713538061725
"GALGAL_R02385.c123.linsi",355,0.00449766133592687
"GALGAL_R02386.c123.linsi",291,0.0248332179073832
"GALGAL_R02387.c123.linsi",55,0.0274222697162093
"GALGAL_R02390.c123.linsi",188,0.0077758907334855
"GALGAL_R02391.c123.linsi",339,0.0165602078029703
"GALGAL_R02392.c123.linsi",332,0.0161788657740495
"GALGAL_R02393.c123.linsi",311,0.00941862833222264
"GALGAL_R02394.c123.linsi",25,0.00946217161215952
"GALGAL_R02395.c123.linsi",21,0.00412907755805197
"GALGAL_R02396.c123.linsi",277,0.00485450383563358
"GALGAL_R02397.c123.linsi",320,0.0188082751747667
"GALGAL_R02398.c123.linsi",352,0.0299493836762653
"GALGAL_R02399.c123.linsi",349,0.0214143130206496
"GALGAL_R02400.c123.linsi",258,0.00491033742503133
"GALGAL_R02401.c123.linsi",197,0.0106512564813658
"GALGAL_R02402.c123.linsi",296,0.0101508951470305
"GALGAL_R02403.c123.linsi",344,0.00357568630019853
"GALGAL_R02404.c123.linsi",360,0.0190518244935174
"GALGAL_R02405.c123.linsi",346,0.00183007176837598
"GALGAL_R02406.c123.linsi",351,0.00611312827540978
"GALGAL_R02407.c123.linsi",362,0.00311016666807518
"GALGAL_R02408.c123.linsi",351,0.00213369590904849
"GALGAL_R02409.c123.linsi",208,0.00375255121525031
"GALGAL_R02410.c123.linsi",117,0.0117765774175195
"GALGAL_R02411.c123.linsi",346,0.0048163940107789
"GALGAL_R02412.c123.linsi",351,0.0071493596482112
"GALGAL_R02413.c123.linsi",353,0.00537125430014347
"GALGAL_R02414.c123.linsi",354,0.00686701119153905
"GALGAL_R02415.c123.linsi",62,0.0249777755376418
"GALGAL_R02416.c123.linsi",272,0.00517542524090823
"GALGAL_R02418.c123.linsi",4,0.0501842726773894
"GALGAL_R02419.c123.linsi",112,0.00540571172703754
"GALGAL_R02420.c123.linsi",318,0.0114524121619131
"GALGAL_R02421.c123.linsi",353,0.00842269157547139
"GALGAL_R02422.c123.linsi",125,0.00319997890336247
"GALGAL_R02423.c123.linsi",183,0.00985262054983495
"GALGAL_R02424.c123.linsi",346,0.00370127322769308
"GALGAL_R02425.c123.linsi",327,0.01156864889608
"GALGAL_R02426.c123.linsi",357,0.0582619996238137
"GALGAL_R02427.c123.linsi",361,0.00778819101677702
"GALGAL_R02428.c123.linsi",357,0.00385707807417873
"GALGAL_R02429.c123.linsi",210,0.0763072054788467
"GALGAL_R02430.c123.linsi",355,0.0076716974381028
"GALGAL_R02431.c123.linsi",325,0.00836364131190758
"GALGAL_R02432.c123.linsi",349,0.0067198458255455
"GALGAL_R02433.c123.linsi",353,0.00400759144569679
"GALGAL_R02434.c123.linsi",341,0.0104515962660001
"GALGAL_R02435.c123.linsi",351,0.00234333329031759
"GALGAL_R02436.c123.linsi",344,0.00662868894435801
"GALGAL_R02437.c123.linsi",362,0.00467348642322837
"GALGAL_R02438.c123.linsi",358,0.00641665513064116
"GALGAL_R02439.c123.linsi",354,0.0236531102186456
"GALGAL_R02440.c123.linsi",358,0.0153367190777411
"GALGAL_R02441.c123.linsi",344,0.0411369402952062
"GALGAL_R02442.c123.linsi",355,0.0473764760678672
"GALGAL_R02443.c123.linsi",356,0.00663199681117327
"GALGAL_R02444.c123.linsi",327,0.0112905922895534
"GALGAL_R02445.c123.linsi",254,0.0185249139770154
"GALGAL_R02446.c123.linsi",278,0.0182323322609952
"GALGAL_R02447.c123.linsi",174,0.0158470558858991
"GALGAL_R02448.c123.linsi",361,0.0172411503893531
"GALGAL_R02449.c123.linsi",291,0.0287644548655025
"GALGAL_R02450.c123.linsi",353,0.00979508603895748
"GALGAL_R02451.c123.linsi",317,0.0304507747905175
"GALGAL_R02452.c123.linsi",237,0.0144131903878793
"GALGAL_R02453.c123.linsi",329,0.0211725256797567
"GALGAL_R02454.c123.linsi",329,0.00752693730762026
"GALGAL_R02455.c123.linsi",307,0.0172619036760184
"GALGAL_R02456.c123.linsi",355,0.0241519943364376
"GALGAL_R02457.c123.linsi",265,0.0286247843936266
"GALGAL_R02458.c123.linsi",360,0.00852872795675024
"GALGAL_R02459.c123.linsi",352,0.00465328776543141
"GALGAL_R02460.c123.linsi",333,0.0105868897384982
"GALGAL_R02461.c123.linsi",320,0.0202292445347164
"GALGAL_R02462.c123.linsi",359,0.00599084466870132
"GALGAL_R02463.c123.linsi",20,0.0189571497653912
"GALGAL_R02464.c123.linsi",5,0.0178573360929681
"GALGAL_R02466.c123.linsi",7,0.00666927138850283
"GALGAL_R02468.c123.linsi",299,0.00558125107372856
"GALGAL_R02469.c123.linsi",44,0.0210826472534419
"GALGAL_R02470.c123.linsi",335,0.00589921500027745
"GALGAL_R02471.c123.linsi",306,0.00637334715605735
"GALGAL_R02472.c123.linsi",351,0.0167578056451277
"GALGAL_R02473.c123.linsi",222,0.00980890815774877
"GALGAL_R02474.c123.linsi",334,0.0107196702790976
"GALGAL_R02475.c123.linsi",5,0.0116156711380595
"GALGAL_R02476.c123.linsi",356,0.0187777687754142
"GALGAL_R02477.c123.linsi",234,0.00814535600908109
"GALGAL_R02478.c123.linsi",353,0.0139749280822057
"GALGAL_R02479.c123.linsi",278,0.0143295539122175
"GALGAL_R02480.c123.linsi",4,0.0313796112593362
"GALGAL_R02481.c123.linsi",240,0.00991426303513155
"GALGAL_R02482.c123.linsi",243,0.0319538923137463
"GALGAL_R02483.c123.linsi",357,0.0262996170953959
"GALGAL_R02484.c123.linsi",355,0.015609751095063
"GALGAL_R02485.c123.linsi",347,0.00546132142021334
"GALGAL_R02486.c123.linsi",339,0.0211421761689783
"GALGAL_R02487.c123.linsi",354,0.0353588333185942
"GALGAL_R02488.c123.linsi",349,0.0349068813201305
"GALGAL_R02489.c123.linsi",357,0.0129420345405445
"GALGAL_R02490.c123.linsi",330,0.00531498875602877
"GALGAL_R02491.c123.linsi",342,0.00276699377834959
"GALGAL_R02492.c123.linsi",361,0.00673482128134952
"GALGAL_R02493.c123.linsi",362,0.00229640997175748
"GALGAL_R02494.c123.linsi",352,0.00399179213445097
"GALGAL_R02495.c123.linsi",350,0.00236603934703828
"GALGAL_R02496.c123.linsi",261,0.0228969875076066
"GALGAL_R02497.c123.linsi",340,0.00357536339890119
"GALGAL_R02498.c123.linsi",355,0.00479560255743846
"GALGAL_R02499.c123.linsi",353,0.00491630064720774
"GALGAL_R02500.c123.linsi",328,0.00443416968109697
"GALGAL_R02501.c123.linsi",353,0.0063276348091787
"GALGAL_R02502.c123.linsi",331,0.00911988114682964
"GALGAL_R02503.c123.linsi",356,0.00412102530351198
"GALGAL_R02504.c123.linsi",355,0.0166374242499191
"GALGAL_R02505.c123.linsi",353,0.00779347963485087
"GALGAL_R02506.c123.linsi",358,0.0109321774829535
"GALGAL_R02507.c123.linsi",355,0.00586199302203328
"GALGAL_R02508.c123.linsi",323,0.00332304367809418
"GALGAL_R02509.c123.linsi",348,0.00601594387513
"GALGAL_R02510.c123.linsi",246,0.0131762705412687
"GALGAL_R02511.c123.linsi",276,0.020900865821798
"GALGAL_R02512.c123.linsi",359,0.0264372964654379
"GALGAL_R02513.c123.linsi",358,0.0033593604261382
"GALGAL_R02514.c123.linsi",348,0.00475304543039363
"GALGAL_R02515.c123.linsi",322,0.0307664649064662
"GALGAL_R02516.c123.linsi",354,0.00628015815010478
"GALGAL_R02517.c123.linsi",348,0.00908819813719436
"GALGAL_R02518.c123.linsi",234,0.0118534510166285
"GALGAL_R02519.c123.linsi",345,0.00853889342018959
"GALGAL_R02520.c123.linsi",342,0.00268320298084807
"GALGAL_R02521.c123.linsi",315,0.00763074349221954
"GALGAL_R02522.c123.linsi",353,0.00700909011514928
"GALGAL_R02523.c123.linsi",345,0.0107800712947678
"GALGAL_R02524.c123.linsi",293,0.00417382185768544
"GALGAL_R02525.c123.linsi",359,0.00276279401677363
"GALGAL_R02526.c123.linsi",324,0.006222491948213
"GALGAL_R02527.c123.linsi",251,0.020859862046735
"GALGAL_R02528.c123.linsi",335,0.0173921819673225
"GALGAL_R02529.c123.linsi",354,0.0053873407649396
"GALGAL_R02530.c123.linsi",358,0.00755177133019834
"GALGAL_R02531.c123.linsi",354,0.0163412971731194
"GALGAL_R02532.c123.linsi",344,0.0020861269047036
"GALGAL_R02533.c123.linsi",362,0.00490922014785291
"GALGAL_R02534.c123.linsi",346,0.00299599561431326
"GALGAL_R02535.c123.linsi",321,0.00492927803942978
"GALGAL_R02536.c123.linsi",342,0.00249313105924191
"GALGAL_R02537.c123.linsi",347,0.00358208247638442
"GALGAL_R02538.c123.linsi",340,0.00247679986296709
"GALGAL_R02539.c123.linsi",355,0.00419720351848133
"GALGAL_R02540.c123.linsi",351,0.00107157556296104
"GALGAL_R02541.c123.linsi",357,0.0033004535042423
"GALGAL_R02542.c123.linsi",321,0.0142154927937234
"GALGAL_R02543.c123.linsi",320,0.0554448217175978
"GALGAL_R02544.c123.linsi",341,0.0227500149968863
"GALGAL_R02545.c123.linsi",342,0.0160895201887154
"GALGAL_R02546.c123.linsi",348,0.01134460799945
"GALGAL_R02547.c123.linsi",311,0.0131398510992831
"GALGAL_R02548.c123.linsi",344,0.0208883037299675
"GALGAL_R02549.c123.linsi",362,0.00929954024261632
"GALGAL_R02550.c123.linsi",348,0.00117913146184126
"GALGAL_R02551.c123.linsi",359,0.00178606011753857
"GALGAL_R02552.c123.linsi",358,0.00293558039168995
"GALGAL_R02553.c123.linsi",361,0.0114397456920628
"GALGAL_R02554.c123.linsi",357,0.0024038563612561
"GALGAL_R02555.c123.linsi",350,0.00109994978284838
"GALGAL_R02556.c123.linsi",360,0.0175429664445869
"GALGAL_R02557.c123.linsi",355,0.00769900443696065
"GALGAL_R02558.c123.linsi",358,0.00590196946007766
"GALGAL_R02559.c123.linsi",321,0.00231765319179
"GALGAL_R02560.c123.linsi",356,0.0154575224605772
"GALGAL_R02561.c123.linsi",317,0.00459688058436396
"GALGAL_R02562.c123.linsi",354,0.0299871541940059
"GALGAL_R02563.c123.linsi",363,0.00259934241257525
"GALGAL_R02564.c123.linsi",356,0.0187219387348307
"GALGAL_R02565.c123.linsi",226,0.0363453873180343
"GALGAL_R02566.c123.linsi",348,0.0279886571205595
"GALGAL_R02567.c123.linsi",347,0.0132579008420784
"GALGAL_R02568.c123.linsi",301,0.00487861445870488
"GALGAL_R02569.c123.linsi",359,0.0226665118488271
"GALGAL_R02570.c123.linsi",352,0.00355508469004254
"GALGAL_R02571.c123.linsi",354,0.0210997881269982
"GALGAL_R02572.c123.linsi",296,0.0175150379938874
"GALGAL_R02573.c123.linsi",350,0.00722436623533009
"GALGAL_R02574.c123.linsi",303,0.00819656146839091
"GALGAL_R02575.c123.linsi",348,0.0635458711355068
"GALGAL_R02576.c123.linsi",350,0.00825083228199809
"GALGAL_R02577.c123.linsi",318,0.0321423808316408
"GALGAL_R02578.c123.linsi",359,0.0156542748351134
"GALGAL_R02580.c123.linsi",326,0.0199422079330298
"GALGAL_R02581.c123.linsi",360,0.0124598009208354
"GALGAL_R02582.c123.linsi",49,0.00445156116424063
"GALGAL_R02583.c123.linsi",357,0.00743146000029187
"GALGAL_R02593.c123.linsi",347,0.00285768877018549
"GALGAL_R02594.c123.linsi",359,0.00501831157363299
"GALGAL_R02595.c123.linsi",361,0.00687260833996458
"GALGAL_R02597.c123.linsi",356,0.0259518876044394
"GALGAL_R02598.c123.linsi",358,0.00289038640049823
"GALGAL_R02599.c123.linsi",325,0.0109090152664446
"GALGAL_R02601.c123.linsi",329,0.0346866904633989
"GALGAL_R02602.c123.linsi",329,0.0234895718076861
"GALGAL_R02603.c123.linsi",300,0.0141172422398771
"GALGAL_R02604.c123.linsi",348,0.00555093987983991
"GALGAL_R02605.c123.linsi",338,0.00353247436851902
"GALGAL_R02606.c123.linsi",352,0.024105958140239
"GALGAL_R02607.c123.linsi",357,0.0107145416270075
"GALGAL_R02608.c123.linsi",356,0.0143306779863363
"GALGAL_R02609.c123.linsi",357,0.0206660505767715
"GALGAL_R02610.c123.linsi",62,0.00360652885828619
"GALGAL_R02611.c123.linsi",351,0.00587013794777596
"GALGAL_R02612.c123.linsi",361,0.0148903662306066
"GALGAL_R02613.c123.linsi",358,0.00550108011819315
"GALGAL_R02614.c123.linsi",355,0.0233719354156137
"GALGAL_R02615.c123.linsi",99,0.00299580277085307
"GALGAL_R02616.c123.linsi",362,0.00260734991714048
"GALGAL_R02617.c123.linsi",358,0.011074047207788
"GALGAL_R02618.c123.linsi",353,0.0146527580059453
"GALGAL_R02619.c123.linsi",359,0.00758889082465045
"GALGAL_R02620.c123.linsi",357,0.00961420754892824
"GALGAL_R02621.c123.linsi",336,0.0157306874128102
"GALGAL_R02622.c123.linsi",311,0.00979007891248857
"GALGAL_R02623.c123.linsi",311,0.00816679554440713
"GALGAL_R02624.c123.linsi",297,0.0092999945285902
"GALGAL_R02625.c123.linsi",330,0.0112060143108138
"GALGAL_R02626.c123.linsi",336,0.0491484803679446
"GALGAL_R02627.c123.linsi",347,0.0389894236432458
"GALGAL_R02628.c123.linsi",248,0.00862685117350292
"GALGAL_R02629.c123.linsi",48,0.0185831594549273
"GALGAL_R02630.c123.linsi",201,0.0138660690668823
"GALGAL_R02631.c123.linsi",272,0.0123714677727867
"GALGAL_R02632.c123.linsi",259,0.00754229304932437
"GALGAL_R02633.c123.linsi",345,0.004544992176363
"GALGAL_R02634.c123.linsi",283,0.00705503255703496
"GALGAL_R02635.c123.linsi",313,0.0373381494581694
"GALGAL_R02636.c123.linsi",360,0.00736004063673477
"GALGAL_R02637.c123.linsi",356,0.019978091480696
"GALGAL_R02638.c123.linsi",359,0.0116995609097216
"GALGAL_R02639.c123.linsi",4,0.00937041696280688
"GALGAL_R02640.c123.linsi",355,0.00863672731895578
"GALGAL_R02641.c123.linsi",358,0.00948774105642244
"GALGAL_R02642.c123.linsi",283,0.0117354835023673
"GALGAL_R02643.c123.linsi",349,0.00979950376978106
"GALGAL_R02644.c123.linsi",343,0.0118727120654896
"GALGAL_R02645.c123.linsi",362,0.00775808237345754
"GALGAL_R02646.c123.linsi",354,0.00587426597354132
"GALGAL_R02647.c123.linsi",346,0.0065118036044562
"GALGAL_R02648.c123.linsi",358,0.0325155213040591
"GALGAL_R02649.c123.linsi",358,0.00305582344270872
"GALGAL_R02650.c123.linsi",357,0.010407888111689
"GALGAL_R02653.c123.linsi",347,0.00193448916144947
"GALGAL_R02654.c123.linsi",346,0.00476059358200714
"GALGAL_R02655.c123.linsi",27,0.0235716060196395
"GALGAL_R02656.c123.linsi",340,0.00834719720293456
"GALGAL_R02657.c123.linsi",338,0.0080118481927535
"GALGAL_R02658.c123.linsi",357,0.00814577935864739
"GALGAL_R02659.c123.linsi",337,0.00565108013303625
"GALGAL_R02660.c123.linsi",315,0.0060949003828711
"GALGAL_R02661.c123.linsi",312,0.0066759823431008
"GALGAL_R02662.c123.linsi",340,0.00906432990811906
"GALGAL_R02663.c123.linsi",306,0.00515958742104436
"GALGAL_R02664.c123.linsi",339,0.0077609758727142
"GALGAL_R02665.c123.linsi",308,0.0128073931734202
"GALGAL_R02666.c123.linsi",297,0.015033281228963
"GALGAL_R02667.c123.linsi",187,0.0184352214951906
"GALGAL_R02668.c123.linsi",329,0.0114538587049242
"GALGAL_R02669.c123.linsi",217,0.0110166388176079
"GALGAL_R02670.c123.linsi",259,0.0100516776545876
"GALGAL_R02671.c123.linsi",337,0.00646062041506596
"GALGAL_R02672.c123.linsi",80,0.0187358958492094
"GALGAL_R02673.c123.linsi",279,0.0123925846811474
"GALGAL_R02677.c123.linsi",124,0.0171542168541244
"GALGAL_R02678.c123.linsi",361,0.0100099042320537
"GALGAL_R02679.c123.linsi",321,0.0115517220420643
"GALGAL_R02680.c123.linsi",348,0.0101574940891812
"GALGAL_R02681.c123.linsi",354,0.00961145833156455
"GALGAL_R02682.c123.linsi",336,0.00817376969627591
"GALGAL_R02684.c123.linsi",356,0.0111848050969499
"GALGAL_R02685.c123.linsi",300,0.00941440407857199
"GALGAL_R02686.c123.linsi",311,0.00758244326531351
"GALGAL_R02687.c123.linsi",8,0.0847592635602158
"GALGAL_R02688.c123.linsi",272,0.0243666163915262
"GALGAL_R02689.c123.linsi",301,0.0141831011286311
"GALGAL_R02690.c123.linsi",361,0.0120548556733455
"GALGAL_R02691.c123.linsi",248,0.0176416163145698
"GALGAL_R02692.c123.linsi",68,0.0435297044975066
"GALGAL_R02693.c123.linsi",10,0.00453569756878486
"GALGAL_R02694.c123.linsi",270,0.0135844403367529
"GALGAL_R02695.c123.linsi",5,0.0102321826823002
"GALGAL_R02696.c123.linsi",97,0.0165693621702074
"GALGAL_R02697.c123.linsi",240,0.0237766438523387
"GALGAL_R02698.c123.linsi",347,0.0658839063995152
"GALGAL_R02699.c123.linsi",354,0.0186979751399988
"GALGAL_R02700.c123.linsi",243,0.0063302591525753
"GALGAL_R02701.c123.linsi",338,0.00679485340143576
"GALGAL_R02702.c123.linsi",361,0.0103058300795301
"GALGAL_R02703.c123.linsi",359,0.0148078630401255
"GALGAL_R02704.c123.linsi",359,0.0232315177226582
"GALGAL_R02705.c123.linsi",361,0.00364280380695324
"GALGAL_R02706.c123.linsi",349,0.00881661388261102
"GALGAL_R02707.c123.linsi",346,0.0186987738110991
"GALGAL_R02708.c123.linsi",361,0.0111754931977197
"GALGAL_R02709.c123.linsi",349,0.0154538488929213
"GALGAL_R02710.c123.linsi",348,0.017135866910839
"GALGAL_R02711.c123.linsi",355,0.00810172786354491
"GALGAL_R02712.c123.linsi",357,0.0517793340426026
"GALGAL_R02713.c123.linsi",349,0.0241083926156444
"GALGAL_R02714.c123.linsi",314,0.0186897487934732
"GALGAL_R02715.c123.linsi",351,0.0263222616269565
"GALGAL_R02716.c123.linsi",356,0.0188823754456498
"GALGAL_R02717.c123.linsi",358,0.0221356104345841
"GALGAL_R02718.c123.linsi",345,0.0101989599078884
"GALGAL_R02719.c123.linsi",26,0.0260452157597981
"GALGAL_R02720.c123.linsi",329,0.00416101498610847
"GALGAL_R02721.c123.linsi",311,0.00963856141725845
"GALGAL_R02722.c123.linsi",357,0.0454627392131683
"GALGAL_R02723.c123.linsi",360,0.00540346027987984
"GALGAL_R02724.c123.linsi",359,0.0114261757017623
"GALGAL_R02725.c123.linsi",361,0.00406556743759169
"GALGAL_R02726.c123.linsi",359,0.0380802444630878
"GALGAL_R02727.c123.linsi",352,0.00444774770022557
"GALGAL_R02728.c123.linsi",341,0.00246644911187636
"GALGAL_R02729.c123.linsi",342,0.00538749961786711
"GALGAL_R02730.c123.linsi",334,0.00746396908900049
"GALGAL_R02731.c123.linsi",350,0.00780708016637152
"GALGAL_R02732.c123.linsi",357,0.0020672907648558
"GALGAL_R02733.c123.linsi",355,0.0288638774696453
"GALGAL_R02734.c123.linsi",358,0.00182084808740319
"GALGAL_R02735.c123.linsi",259,0.0188284005918808
"GALGAL_R02736.c123.linsi",333,0.00429733330620513
"GALGAL_R02737.c123.linsi",330,0.00953790671422055
"GALGAL_R02738.c123.linsi",326,0.0343210005656703
"GALGAL_R02739.c123.linsi",347,0.0107969316396396
"GALGAL_R02740.c123.linsi",348,0.0106414426961323
"GALGAL_R02741.c123.linsi",342,0.00849908930313898
"GALGAL_R02742.c123.linsi",361,0.00632712273565674
"GALGAL_R02743.c123.linsi",358,0.00585505109874635
"GALGAL_R02744.c123.linsi",354,0.00219264046971392
"GALGAL_R02745.c123.linsi",316,0.0100844116971197
"GALGAL_R02746.c123.linsi",335,0.0183786944059095
"GALGAL_R02747.c123.linsi",358,0.0298380218280468
"GALGAL_R02748.c123.linsi",359,0.00657007547976133
"GALGAL_R02749.c123.linsi",335,0.0224974610425252
"GALGAL_R02750.c123.linsi",360,0.00818995664229863
"GALGAL_R02751.c123.linsi",358,0.00693752268983006
"GALGAL_R02752.c123.linsi",342,0.00626045082063591
"GALGAL_R02753.c123.linsi",354,0.00676262965987487
"GALGAL_R02754.c123.linsi",360,0.00445772974738915
"GALGAL_R02755.c123.linsi",357,0.0255558070669559
"GALGAL_R02756.c123.linsi",245,0.0051565172498172
"GALGAL_R02757.c123.linsi",36,0.00824879826448121
"GALGAL_R02758.c123.linsi",24,0.0101879377208825
"GALGAL_R02759.c123.linsi",362,0.00436825716088844
"GALGAL_R02760.c123.linsi",351,0.0131744728017344
"GALGAL_R02761.c123.linsi",313,0.0113438204895221
"GALGAL_R02762.c123.linsi",351,0.0197115925610623
"GALGAL_R02763.c123.linsi",332,0.00895867650654314
"GALGAL_R02764.c123.linsi",347,0.00480907954651565
"GALGAL_R02765.c123.linsi",341,0.0161802948642176
"GALGAL_R02766.c123.linsi",4,0.0114514775768616
"GALGAL_R02767.c123.linsi",213,0.046950646449039
"GALGAL_R02768.c123.linsi",332,0.00489364332784531
"GALGAL_R02769.c123.linsi",341,0.0133043341089251
"GALGAL_R02770.c123.linsi",355,0.0100722160578489
"GALGAL_R02771.c123.linsi",333,0.00668812713553776
"GALGAL_R02772.c123.linsi",324,0.00639951631467771
"GALGAL_R02773.c123.linsi",128,0.0164905603379895
"GALGAL_R02774.c123.linsi",349,0.00907865888379003
"GALGAL_R02775.c123.linsi",216,0.0202946655478339
"GALGAL_R02778.c123.linsi",26,0.0187429123918907
"GALGAL_R02779.c123.linsi",235,0.0392316718488762
"GALGAL_R02780.c123.linsi",51,0.0199992031172583
"GALGAL_R02781.c123.linsi",94,0.0243590337927958
"GALGAL_R02782.c123.linsi",297,0.0116543519542925
"GALGAL_R02783.c123.linsi",329,0.00601403086153188
"GALGAL_R02784.c123.linsi",325,0.0265704982047791
"GALGAL_R02785.c123.linsi",357,0.0172353396916747
"GALGAL_R02786.c123.linsi",348,0.0349940897435827
"GALGAL_R02787.c123.linsi",297,0.0101330443498073
"GALGAL_R02788.c123.linsi",207,0.0438086620423689
